userId,packageId,rating,Timestamp
317,140,3.0,1430513481
328,112,2.0,1494211279
337,6,5.0,860256159
337,6,5.0,860256159
337,6,3.0,860256159
338,105,3.5,1530148355
339,133,5.0,1461140168
340,10,4.0,848666436
341,135,4.5,1439751325
342,33,3.0,1042822234
346,18,2.5,1172693230
356,83,4.0,1229140359
356,110,4.5,1229143501
368,25,2.0,975829985
375,8,3.0,1225314367
380,14,4.0,1494804728
399,9,4.0,1167222101
400,18,4.5,1498870439
405,23,4.0,1295922739
408,156,4.0,1467371321
420,117,3.5,1218207704
424,128,4.5,1457844571
425,32,4.0,1114173246
426,135,5.0,1451080764
432,28,3.5,1315242295
432,94,4.5,1328232728
438,71,3.0,1113763746
448,91,2.5,1173560573
454,30,4.5,1279547251
460,36,4.5,1359176984
480,79,2.5,1179166044
483,83,4.5,1327277192
490,29,3.0,1328145563
490,109,3.0,1328145414
491,139,3.5,1526673205
495,65,2.5,1458636396
504,25,4.0,1064450404
504,81,4.5,1063644763
509,27,3.0,1435992644
517,5,1.0,1488399245
517,88,2.0,1488398573
520,36,5.0,1326609620
520,37,2.5,1326610935
522,1,4.5,1253430096
522,53,2.5,1254101231
525,129,4.0,1476479562
532,63,3.0,1025523643
534,25,3.5,1465036523
534,112,4.0,1459787997
537,139,3.5,1447538249
541,6,3.0,835644211
543,61,5.0,1377069089
555,17,4.0,978841345
562,61,5.0,1368896071
568,1,5.0,1243576177
573,112,0.5,1186722101
580,21,3.5,1167792610
580,37,3.5,1167790567
582,142,4.0,1463474277
586,79,5.0,1529899913
591,17,5.0,970524400
593,70,1.5,1181007753
596,136,4.0,1535827220
600,7,2.5,1237859391
601,28,5.0,1441639463
605,6,4.0,1277176570
608,76,4.0,1189471178
610,88,3.0,1493848602
610,128,4.0,1493849734
1,46,5.0,964983484
2,124,5.0,1445714980
4,10,3.0,986848609
16,36,3.5,1377476921
18,54,4.5,1455529881
18,76,4.5,1455735416
18,132,3.5,1478632335
18,134,3.0,1456750794
21,11,4.0,1423422395
21,169,4.0,1500701826
23,98,3.0,1107164371
24,89,3.5,1458941192
28,125,2.0,1234854175
40,8,5.0,832060059
41,154,1.0,1458940199
43,5,5.0,848994795
44,12,2.0,869252546
45,80,4.0,1057006922
47,31,2.5,1496212183
47,98,3.5,1496206831
56,6,3.0,835799457
58,8,4.0,847719333
63,7,2.5,1443201077
63,20,3.5,1443200314
64,114,4.5,1161519953
66,77,3.5,1113189260
74,122,4.0,1207503035
79,10,5.0,975282037
80,35,4.0,1377307812
82,71,3.0,1084467477
89,67,5.0,1520409211
89,93,3.0,1520408569
89,109,4.0,1520409658
91,16,3.5,1112716838
97,54,4.0,1047481354
103,39,5.0,1431957623
104,128,4.0,1377129926
105,88,4.0,1447563397
105,149,4.5,1447410950
111,39,4.0,1518902665
119,90,4.5,1505333121
119,113,4.0,1436007488
122,134,4.0,1461562787
129,67,4.5,1167377234
131,13,4.0,1349839865
132,52,1.5,1157978806
140,119,3.0,1186077792
141,134,4.0,1513130484
152,134,4.0,1450867906
152,146,4.0,1450867653
153,176,0.5,1525553022
169,77,3.5,1059494304
175,49,5.0,1234188487
176,8,5.0,840109075
176,8,3.0,840109075
201,20,4.0,939821323
202,8,2.0,975013847
202,46,4.0,975014416
204,58,4.5,1327183205
207,2,3.0,1258548270
209,67,5.0,1524522273
210,176,5.0,1537632257
216,20,4.0,975212079
219,76,3.5,1194686282
220,75,1.0,1241230262
221,6,3.5,1118247082
223,29,1.0,1226209223
229,11,4.0,838144015
230,73,3.0,1196304985
232,46,3.0,1182909511
234,17,2.0,1004408088
239,23,4.0,1221866570
244,11,2.0,975093513
254,110,4.0,1180564551
256,157,3.5,1446999951
261,36,4.0,1404881429
263,38,4.0,1120071515
274,97,4.0,1197190470
280,17,3.5,1348532030
280,40,5.0,1348434668
282,105,4.0,1378497633
285,39,4.0,1451152421
285,56,3.0,1482942247
293,7,2.0,1044871002
298,76,2.5,1449592210
298,153,0.5,1479058063
301,119,4.0,1211378540
304,28,5.0,902745302
305,123,3.5,1518198907
305,124,3.0,1520706872
306,63,3.0,1518380619
308,11,1.0,1421374532
313,2,5.0,1030557466
317,38,2.0,1430517173
325,23,4.0,1039399222
330,30,4.5,1285905326
330,33,1.0,1285905682
331,71,3.0,1537158418
331,146,3.5,1537158150
332,48,4.0,1352674182
336,25,5.0,1122227597
339,8,4.5,1481945279
339,136,4.5,1460519208
344,11,4.5,1420496779
346,9,3.5,1125859266
346,88,3.5,1125857750
352,10,5.0,1493932117
352,111,1.0,1493674924
352,120,4.5,1493675018
352,131,2.5,1493675105
358,32,1.0,1339539232
378,133,4.5,1445347007
381,23,4.0,1164383246
381,119,4.0,1200824247
383,18,5.0,943571137
384,59,2.0,994038887
387,104,3.0,1179381050
398,106,4.0,1311208617
399,38,4.5,1167220354
409,26,5.0,969060032
414,92,4.0,1158355392
420,30,3.5,1218207531
424,142,3.5,1457843837
425,97,3.0,1106482923
430,60,2.0,995828257
432,37,3.0,1316391697
439,18,4.0,1436943917
448,125,3.5,1314445026
450,54,4.0,974705022
460,75,3.5,1359176993
460,108,5.0,1359177895
462,150,4.5,1518931459
464,41,5.0,1275549612
464,127,4.0,1325594125
471,1,5.0,1496671820
474,85,3.5,1238350176
474,90,4.0,1142279167
475,155,4.5,1498029408
479,21,4.0,1039367736
483,132,4.5,1263605035
486,10,3.0,839537249
515,135,5.0,1513601987
522,29,4.5,1297482579
522,42,4.5,1371443537
526,98,4.0,1502133128
528,97,2.0,1391736726
534,107,4.5,1459794869
537,122,3.5,1424138333
543,3,5.0,1377022834
549,122,4.0,1464282654
553,104,4.0,1219555671
555,8,4.0,978840147
562,20,3.5,1368897253
576,6,2.5,1358151538
586,144,4.0,1529903223
590,112,2.5,1267151260
593,3,4.0,1181008333
594,25,4.5,1108975155
594,52,4.5,1109037884
596,33,3.0,1535836102
598,119,5.0,1430616999
599,22,2.0,1519345745
599,39,1.5,1519177952
599,50,1.0,1519337653
599,56,1.5,1519350269
601,129,4.5,1513712164
606,13,4.0,1349082838
607,17,3.0,963079420
607,17,3.0,963079420
607,52,2.0,964743188
608,55,4.5,1189471092
610,56,2.0,1493849410
610,108,2.0,1493849545
610,133,3.5,1493850117
1,28,4.0,964984176
2,128,4.5,1445715154
3,93,5.0,1306463684
4,13,5.0,964623347
4,29,4.0,986935016
4,38,1.0,964778621
6,12,5.0,845556915
9,28,4.0,1044657237
15,29,1.5,1510578050
19,23,5.0,965711769
22,106,2.5,1268727239
24,163,4.0,1458941969
34,50,4.0,1166464079
39,12,4.0,974789111
39,48,5.0,974788538
45,118,4.0,1193288947
56,5,4.0,835799330
62,163,3.5,1530471334
64,13,4.0,1161528942
64,70,3.5,1161530687
68,119,4.0,1312685661
72,15,3.5,1217323400
76,126,0.5,1439168031
77,76,2.0,1535107548
78,72,3.0,1252575084
80,124,4.0,1377308787
86,17,4.0,1344083118
89,126,3.5,1520408884
98,121,4.0,1532457659
98,137,4.0,1532457616
105,110,3.5,1446750684
118,5,4.0,944924487
119,140,4.5,1459195755
122,18,4.5,1461563213
122,48,4.5,1461562891
125,125,4.5,1474374208
131,39,3.5,1349840284
137,20,3.0,1204859081
139,49,3.5,1453924452
141,5,4.0,1513130625
141,73,4.5,1513130909
144,12,1.5,1137324140
149,18,5.0,902084874
149,18,1.0,902084874
158,36,3.5,1290764961
160,67,2.0,1058457619
166,52,3.5,1189037862
166,85,4.5,1188925104
168,11,4.5,1306802059
169,64,4.0,1059427983
177,80,4.0,1435720464
186,14,4.0,1031087898
187,11,1.5,1161863853
198,20,1.0,1034196898
200,113,4.5,1229888358
212,152,4.0,1523217125
213,42,4.0,1316196067
213,139,4.0,1316196614
215,13,4.5,1260908781
216,10,4.0,975211831
216,23,5.0,975212571
217,67,3.0,955943592
222,143,3.5,1391375023
224,1,5.0,971812919
230,23,3.0,1196305099
232,122,3.5,1272854735
246,80,5.0,1354125711
247,128,4.0,1467644485
248,123,4.0,1534591714
249,109,4.0,1368891307
251,10,5.0,1470676829
255,46,2.0,1005717386
271,25,2.5,1234301782
288,128,3.5,1262706818
292,142,4.5,1421974576
294,25,2.0,966634003
297,8,3.0,900872375
297,8,3.0,900872375
297,8,2.0,900872375
298,113,1.5,1466277955
300,66,4.0,1425351826
303,10,5.0,1053303177
305,135,4.5,1495907230
308,4,1.0,1421374410
308,122,4.0,1421373894
310,61,1.0,1078649140
311,17,2.5,1057854233
312,62,3.0,1043176998
316,63,2.5,1111493559
322,11,4.0,1217676540
325,45,2.0,1039399325
326,2,3.5,1443983581
326,112,4.5,1322251516
328,152,3.0,1494211523
330,98,4.5,1285905516
331,153,5.0,1537158021
332,87,4.0,1352674293
336,37,3.5,1120568026
339,170,2.5,1494291850
356,47,4.5,1229140762
356,121,5.0,1229143164
357,37,3.0,1348628256
364,15,5.0,869443424
371,136,4.0,1407691948
376,43,5.0,1364933098
380,107,3.0,1509048332
380,126,4.0,1494796551
381,41,2.0,1167542800
387,3,3.0,1179199967
387,113,3.0,1210488052
391,19,4.0,1032736630
391,47,4.0,1031030942
418,75,4.5,1461868033
426,88,2.0,1451080986
431,27,1.5,1267051810
434,41,5.0,1270603481
443,41,4.0,1420236345
445,110,3.0,1454622156
448,58,4.5,1367761882
448,77,1.5,1178982323
451,10,5.0,854285151
453,4,3.0,1005967989
459,65,4.5,1520233566
461,25,4.5,1505935273
471,81,3.5,1496671946
471,124,4.5,1496671876
471,143,4.5,1496668933
474,73,4.0,1192327117
478,26,2.0,1121467320
483,9,5.0,1415579196
483,130,5.0,1271636173
491,37,4.0,1531249044
500,28,3.0,1005528301
500,42,3.0,1005527784
502,27,2.5,1111757234
503,62,4.0,1335219205
506,116,1.0,1424487024
509,106,3.0,1435997417
517,26,1.5,1487958128
523,21,4.5,1503126457
525,56,3.0,1476476988
525,119,3.0,1476481044
534,51,4.0,1459787997
534,51,3.5,1459787997
551,142,3.5,1504926078
566,6,3.0,849006827
567,79,2.5,1525288012
573,146,5.0,1370377587
580,91,3.5,1167792838
582,58,4.0,1463474240
593,81,1.0,1181007588
597,20,3.0,941730230
597,36,3.0,940420799
600,3,2.5,1237857208
605,10,3.0,1277176617
605,106,3.0,1277175622
610,1,5.0,1493850345
610,43,3.0,1479544786
1,67,5.0,964984002
18,120,4.5,1482355905
20,61,3.5,1054038247
22,107,1.0,1268726235
27,6,4.0,965150022
33,7,4.0,939716559
39,20,4.0,974789432
41,89,5.0,1459367700
42,22,3.0,996221045
42,30,4.0,996258824
50,12,4.0,1514240681
50,125,3.5,1514239750
51,16,3.0,1230932491
55,19,0.5,1312747730
62,71,3.0,1521822660
64,54,0.5,1161620638
64,68,3.5,1161620697
71,18,4.0,864739946
73,163,3.5,1464198449
74,7,4.5,1207499275
84,4,2.0,860398847
89,59,2.5,1520408636
91,6,2.0,1112716866
91,70,2.5,1112717333
96,33,4.0,964772940
100,33,4.0,1100184250
101,6,2.0,968443787
104,14,3.0,1161675732
108,72,2.0,1042839211
116,66,4.0,1337200051
116,70,3.5,1337200037
116,81,4.0,1337200005
118,25,4.0,944923926
123,123,4.0,1447292423
131,31,2.5,1349838587
141,38,3.5,1513131884
151,11,4.0,855948083
169,12,4.5,1078284897
182,38,4.0,1126561639
198,53,4.0,1034197876
199,73,4.5,1123439297
201,1,4.0,941211478
202,36,4.0,974923318
211,128,4.0,1350913132
216,44,4.0,975212727
219,34,1.0,1194680793
219,117,4.5,1199581551
222,120,1.0,1391374847
223,52,4.0,1226209808
231,122,5.0,1433089583
232,30,3.5,1218166251
233,66,4.0,1448816384
238,33,4.0,1007931691
239,8,3.5,1221866536
251,117,2.5,1470676867
254,8,4.0,1180446243
255,6,5.0,1005717199
255,18,1.0,1005717457
258,6,5.0,1534892418
260,27,4.0,1109410933
267,1,4.0,997136080
267,43,4.0,959806897
280,53,5.0,1348531294
283,1,1.0,901228254
286,67,5.0,1119563940
290,4,5.0,975030699
290,11,5.0,975030570
298,122,2.0,1476628475
307,60,4.0,1215657500
307,61,2.5,1187192108
309,44,4.0,1166068655
311,36,3.0,1057854285
316,48,3.5,1111493610
316,62,3.0,1111493547
318,161,4.5,1426937105
322,40,3.0,1217676557
326,128,5.0,1436898530
328,16,5.0,1494211893
331,66,4.0,1537157705
335,37,2.5,1261541267
349,9,3.0,834751261
350,12,3.0,864941301
351,12,4.5,1326028015
356,62,3.0,1229139962
357,140,5.0,1348612400
359,20,1.0,1192499717
361,58,3.5,1204046106
365,141,2.0,1489016615
378,126,4.5,1445347416
380,130,3.5,1502542738
385,15,4.0,844795130
388,139,4.0,1386694439
390,40,4.0,1250339191
393,16,5.0,1430506089
399,43,4.0,1167222222
407,155,5.0,1424349215
409,19,4.0,968978986
411,5,3.0,835533546
412,14,5.0,939115121
412,15,3.0,939114775
420,41,4.0,1218207178
420,108,4.5,1218036827
423,18,5.0,1155285541
425,75,3.5,1106482514
425,108,3.0,1142083380
427,13,4.0,1053068809
432,41,3.5,1315244532
438,82,4.0,1105664519
451,12,4.0,854089743
453,63,5.0,1005966095
462,24,2.5,1269929058
462,47,2.5,1123893607
464,16,4.5,1287400261
475,113,4.0,1498030664
483,31,3.0,1415579658
484,39,2.5,1342298552
487,55,3.0,1428649967
488,12,5.0,1112382382
489,117,3.5,1333658931
495,111,2.0,1458637111
496,88,4.0,1415520444
500,29,3.0,1005528355
500,29,3.0,1005528355
500,29,2.0,1005528355
503,41,3.5,1335219059
506,119,3.5,1424487016
511,67,5.0,1450093997
517,66,0.5,1487958104
517,81,0.5,1488398440
522,75,3.0,1388124669
525,83,4.0,1476479796
525,120,3.5,1476477492
528,120,5.0,1391734979
532,36,5.0,1025523745
537,24,3.0,1424141915
543,34,5.0,1377068914
548,65,4.0,1494880154
551,20,4.0,1504926035
553,41,5.0,1219557498
560,143,4.0,1469651753
560,162,4.0,1469649529
561,116,3.0,1491091051
561,155,3.0,1491091622
567,1,2.5,1525288053
567,39,2.5,1525288148
569,7,5.0,849190709
571,1,1.0,966901337
574,5,3.0,834634504
579,25,3.0,958882002
586,76,4.0,1529901830
587,15,4.0,953138446
592,6,3.0,837354433
597,30,5.0,941728717
599,113,1.0,1519334662
599,128,2.0,1519143712
600,14,4.0,1237858152
603,63,3.0,1002403447
603,64,1.0,1002403526
603,64,2.0,1002403526
608,14,0.5,1117161796
610,9,5.0,1493850255
610,142,3.0,1493848574
610,147,2.0,1493849879
1,16,4.0,964984018
7,59,0.5,1107127033
16,34,1.5,1377476573
17,135,4.0,1305696734
18,58,4.0,1476901503
19,37,2.0,965709025
23,48,3.0,1107341855
27,16,4.0,965150230
29,32,4.0,1307905970
29,154,4.5,1405816130
41,115,3.5,1459367539
45,66,4.0,1057007334
45,96,5.0,1121724114
50,2,4.0,1534178790
50,119,2.5,1514238953
50,149,2.5,1514239230
50,169,2.5,1514240106
51,91,3.5,1230931776
51,110,4.0,1230931702
52,32,4.0,1468051798
57,14,2.0,972174733
59,14,5.0,953610267
63,69,4.0,1443290261
68,16,2.0,1269122828
70,27,4.0,1355198538
75,107,0.5,1158967510
76,88,3.0,1439168389
77,58,2.5,1535107521
77,135,2.5,1535107524
77,153,4.0,1535107560
82,38,3.0,1084521313
82,68,2.0,1084467611
83,51,4.0,1333170681
83,122,1.5,1333842256
85,19,5.0,889467539
86,38,4.0,1344082799
89,152,3.0,1520409573
100,69,3.5,1100184120
103,38,4.5,1440773606
104,39,3.0,1049103610
104,69,3.5,1071746233
111,170,4.5,1517441228
112,10,4.0,1442535629
116,13,1.0,1337200265
124,38,3.5,1336409579
125,54,2.5,1474459811
131,46,3.5,1349838628
132,16,4.0,1329984080
134,4,3.0,832841633
141,128,5.0,1513129898
141,147,5.0,1513130399
143,19,2.0,1444880213
148,6,4.0,1482548476
148,153,4.0,1482548720
159,45,1.0,1508641154
163,20,3.0,894217532
166,12,4.0,1189038614
166,28,4.5,1189038178
168,16,5.0,1306802560
168,49,4.5,1306802277
169,15,3.0,1070251218
169,76,3.5,1085699705
172,40,3.5,1238715927
184,174,2.0,1537109401
196,117,4.5,1460954595
199,41,4.0,1022384598
212,127,3.5,1490115730
217,27,2.0,955944713
219,85,2.0,1200978833
222,22,3.0,1391346781
226,74,4.0,1130136799
233,112,3.0,1530047152
241,147,4.5,1447540196
246,4,3.5,1355956356
249,118,4.0,1417897279
253,132,2.0,1286642798
254,84,4.0,1180564384
256,135,4.0,1446581279
260,95,3.0,1109410482
265,52,4.0,967559209
266,44,1.0,946506460
267,3,5.0,960330096
271,18,3.0,1234301660
275,46,4.0,1049079449
279,108,4.0,1506394446
282,15,4.5,1514068317
286,2,3.0,1119563855
286,6,3.0,1119563404
292,157,4.5,1453675867
298,144,2.0,1467489229
302,1,5.0,854473264
305,118,5.0,1519561964
305,134,3.0,1460563887
307,3,2.5,1227538428
315,13,4.0,939920661
317,117,4.0,1430512130
328,119,2.0,1494211580
330,122,5.0,1285904154
331,77,1.0,1537158428
332,118,4.0,1352673205
334,115,3.5,1229960346
339,157,4.0,1494291480
344,7,5.0,1420496514
345,22,3.5,1342827795
354,44,4.0,1200870814
354,117,3.5,1200869930
356,48,3.5,1232430688
356,108,5.0,1229143098
357,61,2.5,1348628089
363,33,3.0,1502584434
372,6,5.0,874417242
374,2,5.0,849089153
381,70,3.5,1200824554
381,77,2.5,1167542724
382,141,3.5,1515249636
382,164,4.0,1515149008
384,31,3.0,994038954
391,6,2.0,1032647761
403,40,3.0,1225243342
405,58,4.0,1299377970
405,120,4.0,1304538515
405,121,4.5,1295910798
408,33,4.5,1467797045
418,90,5.0,1461865991
419,68,2.0,1332622116
420,54,4.0,1218207004
420,85,4.0,1218217806
434,28,3.5,1271039349
448,33,2.5,1173560581
448,165,2.0,1499028384
453,34,4.0,1005967312
462,154,3.5,1478402097
464,90,5.0,1325594312
466,49,4.0,1439885113
466,117,4.5,1439915393
469,80,5.0,965662177
477,25,4.0,1201160077
477,129,5.0,1279956110
480,43,3.0,1179179396
488,8,4.0,1112382719
488,57,3.0,1112382702
490,16,4.0,1328146237
490,66,4.0,1334940456
493,56,4.0,1001562740
509,114,3.0,1435994476
509,124,3.5,1436393616
511,81,3.5,1522154763
526,143,5.0,1502131880
534,10,4.0,1465036594
538,135,4.5,1307846747
547,18,5.0,942723498
548,84,4.5,1488825762
554,35,4.0,944899564
562,21,4.5,1368896677
562,63,4.0,1368892832
562,131,5.0,1368894112
563,10,4.0,1441846371
563,148,4.0,1441845760
564,165,4.0,1481817674
565,8,4.0,846533485
567,132,1.0,1525289335
568,6,5.0,1253767272
580,51,2.5,1167861048
582,110,4.5,1463474262
586,22,4.0,1529901496
589,2,5.0,856043304
591,37,4.0,970524787
591,40,1.0,970525102
593,19,5.0,1181007164
593,55,3.5,1181007701
594,41,4.5,1109038355
596,152,3.5,1535827238
598,75,5.0,1430616936
600,103,4.5,1237763281
603,9,4.0,963180075
605,120,3.0,1277097025
606,67,3.0,1171824942
5,2,4.0,847434880
11,6,3.0,904510567
16,44,3.5,1377476640
19,27,3.0,965710781
21,55,2.5,1419794718
22,32,4.0,1268330627
27,12,3.0,962686571
28,41,3.0,1277002126
28,118,1.5,1242290446
34,71,2.0,1162050159
36,5,0.5,1100803362
36,68,2.5,1100803813
41,39,4.0,1458933687
47,17,2.5,1496205502
50,110,3.0,1527108475
64,85,3.5,1161620576
66,52,4.0,1113188421
68,126,4.0,1271544492
68,165,3.0,1526948372
72,8,4.5,1217324789
73,134,5.0,1464196177
74,71,4.5,1207502943
75,108,4.0,1158967581
80,141,3.5,1377391183
82,50,3.5,1084521311
89,51,1.5,1520408661
91,17,4.5,1112716602
95,96,4.5,1105401213
98,98,5.0,1532457742
105,81,3.0,1446750344
106,152,5.0,1467360741
108,3,4.0,1042840602
113,44,4.0,980307140
116,29,4.5,1337200069
119,59,4.5,1436563749
129,110,4.0,1167376707
132,27,4.0,1329984101
133,6,3.0,843491396
133,12,3.0,843491793
135,44,4.0,1009693536
139,67,2.5,1453925174
147,8,4.0,1203267705
148,155,2.5,1482548721
153,40,3.5,1525549339
165,12,3.0,1046741758
165,28,4.0,1046741833
168,37,4.5,1306793285
168,52,4.0,1306806646
171,14,5.0,866905907
177,56,4.0,1435536000
182,31,3.0,1055157566
187,65,5.0,1161849898
199,11,3.0,1126036262
204,66,4.0,1327182812
212,16,4.0,1490115611
227,146,4.5,1447210461
231,10,4.0,1433089510
233,22,3.0,1529334057
234,25,3.0,1004409745
239,5,4.5,1221159154
246,76,3.5,1354145963
249,25,3.0,1440669135
255,26,3.0,1005717223
256,90,5.0,1446579978
265,23,3.0,965318521
272,158,4.0,1532266319
274,15,4.0,1221685774
274,36,3.0,1197189001
280,49,3.5,1348533264
280,63,4.0,1348533539
286,26,4.0,1119563447
287,2,4.0,1110231576
287,76,5.0,1110230764
291,67,3.0,1464337114
292,71,4.0,1265679947
294,20,3.0,966634266
305,4,4.0,1512203859
310,20,4.0,1078648973
318,165,4.5,1450717949
323,36,3.0,1422640071
326,5,4.0,1322867713
326,152,4.5,1419881601
328,140,4.0,1494212049
330,39,4.0,1285905427
331,105,2.0,1537158402
331,121,5.0,1537235354
331,177,4.0,1537157590
333,18,3.0,965671472
338,175,5.0,1530148430
341,75,4.0,1487285065
343,94,1.5,1202060695
345,109,3.5,1342827455
346,5,4.0,1125859259
346,73,4.0,1133799678
346,91,4.0,1125857731
347,4,4.0,847645719
352,154,5.0,1493932009
354,6,3.5,1200953102
366,98,4.0,1445546555
370,17,2.5,1159162861
381,108,1.0,1171128048
381,116,3.5,1200823885
382,170,1.5,1515162927
382,174,1.0,1515163735
390,76,2.0,1250340710
401,6,3.5,1514347354
